"postal","FEA_ID","BUILDING_NAME","HOUSE_BLK_","Land_use","ROAD_NAME","X_ADDR","Y_ADDR","lat.js","lon.js","from","to","travel_time","weight","RD_CD","SHAPE_LEN","max_speed","from.x","from.y","to.y","to.x","node_idx"
596470,223059,"POLICE KINS 
TRAINING CAMP","310","Institutional","ULU PANDAN ROAD",21191.1985,33600.8682,1.320147412,103.7721376,"3179","1948",0.100659,40,"COC05N",67.1061,40,103.771,1.32052,1.31919,103.771,1511
598662,142168,"BUKIT BATOK POLICE GOVERNMENT QTRS","230","Institutional","JALAN JURONG KECHIL",20946.8688,36348.8572,1.34499918,103.7699416,"10613","7860",0.155773,40,"TUK00C",103.849,40,103.768,1.34321,1.34485,103.767,1390
609962,465,"JURONG EAST NEIGHBOURHOOD POLICE CENTRE","92","Institutional","BOON LAY WAY",17306.4536,35810.793,1.34013205,103.7372304,"4085","8176",0.228908,50,"PAL07A",190.756,50,103.735,1.34106,1.34335,103.732,806
627864,211868,"POLICE COAST GUARD GUL BASE","9","Institutional","PIONEER PLACE",9967.4501,32125.7104,1.306802103,103.6712875,"7844","5914",0.144533,50,"GUC01K",120.444,50,103.67,1.30863,1.30849,103.669,259
639937,79695,"TUAS CHECKPOINT COMPLEX","501","Institutional","JALAN AHMAD IBRAHIM",6124.0415,36721.9372,1.348366024,103.6367495,"4262","4744",0.120737,50,"PEN05B",100.614,50,103.64,1.34575,1.34765,103.637,114
649482,118178,"JURONG POLICE DIVISIONAL HEADQUARTER","2","Institutional","JURONG WEST AVENUE 5",13412.7449,37002.4292,1.350907123,103.7022426,"189","3090",0.750671,50,"SEW14X",625.559,50,103.703,1.35074,1.35507,103.698,439
649818,4863,"JURONG WEST NEIGHBOURHOOD POLICE CENTRE","700","Institutional","CORPORATION ROAD",14766.9652,36827.2744,1.349323719,103.7144112,"7240","2380",0.0811875,40,"REB02N",54.125,40,103.713,1.35014,1.35171,103.712,599
659840,3216,"BUKIT BATOK NEIGHBOURHOOD POLICE CENTRE","21","Institutional","BUKIT BATOK EAST AVENUE 4",19676.2025,36803.8798,1.349113914,103.7585237,"5438","9455",0.0507658,66.6667,"HOL01M",56.4065,66.6667,103.757,1.34853,1.35125,103.756,1109
679058,154095,"MOE DAIRY FARM ADVENTURE CENTRE","30","Institutional","DAIRY FARM ROAD",20874.803,38301.1883,1.362655339,103.7692935,"4944","15958",0.0837629,50,"RAN02Q",69.8024,50,103.768,1.36349,1.36646,103.766,1391
688253,89955,"POLICE K-9 UNIT","2","Institutional","MOWBRAY ROAD",17862.9893,42279.463,1.398632509,103.742229,"9878","7830",0.917241,74.2857,"EAP01R",1135.63,74.2857,103.743,1.39678,1.39419,103.742,912
709654,43023,"POLICE COAST GUARD LIM CHU KANG BASE","695","Institutional","LIM CHU KANG ROAD",13969.6492,47417.7344,1.445099438,103.7072417,"252","4614",0.375218,60,"LIK03W",375.218,60,103.708,1.44549,1.44212,103.708,581
718915,45701,"AVA MARINE FISHERIES RESEARCH DEPARTMENT","2","Institutional","PERAHU ROAD",13774.7165,45507.512,1.427824023,103.705491,"843","12799",0.127462,50,"YIS10N",106.218,50,103.705,1.42537,1.42319,103.704,551
737890,209911,"WOODLANDS NEIGHBOURHOOD POLICE CENTRE","3","Institutional","WOODLANDS DRIVE 63",24554.4364,46727.8812,1.438863965,103.8023565,"7418","2021",0.0459554,50,"TAL06N",38.2962,50,103.802,1.44145,1.44363,103.801,2201
757633,70376,"SEMBAWANG NEIGHBOURHOOD POLICE CENTRE","4","Institutional","SEMBAWANG CRESCENT",26478.7273,47436.614,1.445273658,103.8196481,"411","7334",0.288167,40,"LEE00D",192.111,40,103.82,1.44484,1.44806,103.814,2565
768456,78627,"YISHUN SOUTH NEIGHBOURHOOD POLICE CENTRE","32","Institutional","YISHUN STREET 81",28176.7536,44124.173,1.415317181,103.8349065,"2672","9587",0.0487097,60,"ZIO00W",48.7097,60,103.832,1.41377,1.4182,103.834,3293
768827,78731,"YISHUN NORTH NEIGHBOURHOOD POLICE CENTRE","31","Institutional","YISHUN CENTRAL",28776.2738,45674.9835,1.429342141,103.8402938,"3608","7328",1.10487,50,"SEC14F",920.729,50,103.839,1.43014,1.43035,103.837,3368
797763,32455,"SELETAR AIRPORT PASSENGER TERMINAL BUILDING","553","Institutional","WEST CAMP ROAD",31477.7073,44510.468,1.418810482,103.8645685,"23","9921",0.632451,70,"SEL30J",737.86,70,103.861,1.41606,1.42205,103.864,4862
797790,238112,"SELETAR AIRPORT","550","Institutional","WEST CAMP ROAD",31344.7549,44696.6127,1.420493923,103.8633739,"9152","9921",0.136435,50,"KEH04J",113.696,50,103.86,1.42392,1.42205,103.864,4862
797792,138133,"SELETAR AIRPORT PASSENGER TERMINAL BUILDING","554","Institutional","WEST CAMP ROAD",31472.5063,44518.6765,1.418884717,103.8645218,"23","9921",0.632451,70,"SEL30J",737.86,70,103.861,1.41606,1.42205,103.864,4862
819645,66806,"AIRPORT POLICE STATION","35","Institutional","AIRPORT BOULEVARD",44364.4697,36147.2467,1.343172264,103.9803627,"370","3678",0.154705,50,"ARS00A",128.921,50,103.98,1.33696,1.34151,103.982,7452
